Added 	 增加
This test analyzes the relationships between bits at different positions within the token. If the sample is randomly generated, a value at a given bit position is equally likely to be accompanied by a one or a zero at any other bit position. At each position, the test computes the probability of the relationships observed with bits at other positions arising if the tokens are random. To prevent arbitrary results, when a degree of correlation is observed between two bits, the test adjusts the significance level of the bit whose significance level is lower based on all of the other bit-level tests.	该测试分析令牌中不同位置的位之间的关系。如果随机生成样本，则特定位的值应近似等于其他位位置为0或1的概率。如果令牌是随机的，则测试计算在每个位置发生的观察到的其他位置位的概率。为了防止任意结果，如果在2比特之间观察到相关性，则在其他比特级测试中调整具有较低显着性水平的比特的比特的显着性水平。
This test analyzes the transitions between successive tokens in the sample. If the sample is randomly generated, a character appearing at a given position is equally likely to be followed in the next token by any one of the characters that is used at that position. At each position, the test computes the probability of the observed transitions arising if the tokens are random. The significance level at each position is the probability of the observed transitions occurring, assuming that the sample is randomly generated.	分析样本中连续令牌之间的转换。如果随机生成样本，则出现在某个位置的字符出现在同一位置的相同位置的概率，无论在过去的同一位置使用什么字符，无论在同一位置使用什么字符它应该是。在此测试中，对于每个位置，我们计算如果令牌是随机的，应该观察到的转移概率。假设样本是随机生成的，每个位置的显着性水平是观察到发生的转变的概率。
This test attempts to compress the bit sequence at each position using standard ZLIB compression. The results indicate the proportional reduction in the size of the bit sequence when it was compressed. A higher degree of compression indicates that the data is less likely to be randomly generated.	此测试尝试使用标准ZLIB压缩来压缩每个位置的位串。压缩时，位串大小按比例减小。高压缩率表示数据不是随机生成的。
This test divides the bit sequence at each position into consecutive, non-overlapping groups of four, and derives a four-bit number from each group. It then counts the number of occurrences of each of the 16 possible numbers, and performs a chi-square calculation to evaluate this distribution. If the sample is randomly generated, the distribution of four-bit numbers is likely to be approximately uniform. At each position, the test computes the probability of the observed distribution arising if the tokens are random. The significance level at each position is the probability of the observed distribution occurring, assuming that the sample is randomly generated.	将每个位置的位串分成四个连续的非重叠组，并从每个组中导出一个4位值。接下来，我们计算可能出现的16个数值的出现次数，并计算卡方以评估该分布。如果随机生成样本，则4位数的分布应该几乎是均匀的。在此测试中，对于每个位置，我们计算如果令牌是随机的，应该观察到的分布概率。如果我们假设样本是随机的，则每个位置的显着性水平是观察到的分布将发生的概率。
This test divides the bit sequence at each position into runs of consecutive bits which have the same value. It then counts the number of runs with a length of 1, 2, 3, 4, 5, and 6 and above. If the sample is randomly generated, the number of runs with each of these lengths is likely to be within a range determined by the size of the sample set. At each position, the test computes the probability of the observed runs occurring if the tokens are random. The significance level at each position is the probability of the observed runs occurring, assuming that the sample is randomly generated.	该测试将每个位置的位串分成一系列具有相同值的连续位。并计算连续数字1,2,3,4,5,6等。如果随机生成样品，则这些长度的每条链的数量应该几乎落在由样品组的大小确定的范围内。在此测试中，对于每个位置，我们计算如果令牌是随机的，应该观察的序列的概率。如果我们假设样本是随机的，则每个位置的显着性水平是观察到的序列发生的概率。
This test measures the longest run of bits with the same value at each bit position. If the sample is randomly generated, the longest run is likely to be within a range determined by the size of the sample set. At each position, the test computes the probability of the observed longest run arising if the tokens are random. The significance level at each position is the probability of the observed longest run occurring, assuming that the sample is randomly generated.	在每个位位置测量具有相同值的最长位序列。如果样本是随机生成的，则最长序列应该几乎落在由样本集大小确定的范围内。在该测试中，对于每个位置，我们计算如果令牌是随机的，应该观察到的最长序列概率。如果我们假设样本是随机的，则每个位置的显着性水平是观察到的最长序列将发生的概率。
This test performs a sophisticated analysis of the bit sequence at each position, and is capable of identifying evidence of non-randomness in some samples which pass the other statistical tests. The test works through the bit sequence and treats each series of consecutive numbers as coordinates in a multi-dimensional space. It plots a point in this space at each location determined by these co-ordinates. If the sample is randomly generated, the distribution of points within this space is likely to be approximately uniform; the appearance of clusters within the space indicates that the data is likely to be non-random. At each position, the test computes the probability of the observed distribution occurring if the tokens are random. The test is repeated for multiple sizes of number (between 1 and 8 bits) and for multiple numbers of dimensions (between 2 and 6). The significance level at each position is the probability of the observed results occurring, assuming that the sample is randomly generated.	该测试可以对每个位置的位序列进行高级分析，并找到通过其他统计测试的一些样本的非同态性的证据。该测试处理位串并将一系列连续数字视为多维空间的坐标。对于由这些坐标确定的每个位置，绘制空间中的点。如果样本被随机生成，点的这个空间中的分布应该是近似均匀的;如果能够在空间偏压是数据很可能不是随机的。在此测试中，对于每个位置，计算如果令牌是随机的，应该观察到的分布的发生概率。对于多个大小的数字（1到8位）和多个维度（2到6）重复该测试。如果我们假设样本是随机的，则每个位置的显着性水平是观察结果发生的概率。
This type of live task analyses HTTP messages and adds entries to the Target site map. Choose which items to add to the site map based on their type and URL.	此类实时任务分析HTTP消息，并向Target的站点地图添加条目。根据类型和网址，请选择要添加到Sitemap的项目。
This version of Burp requires a license key. To continue, please paste your license key below, or load it from file.	此版本的Burp需要许可证密钥。要继续，请粘贴下面的许可证密钥或从文件中读取。
This will clear all existing custom iterator settings	清除所有现有的自定义迭代器
This will close all Burp projects and shutdown - are you sure you want to exit?	关闭所有Burp项目并关闭 - 你确定要退出吗？
This will close all Burp windows - are you sure you want to exit?	关闭所有Burp窗口 - 你确定要退出吗？
This will enable other network users to use the proxy and view the proxy history.	其他网络用户将能够使用代理浏览代理历史记录。
This will exit the current attack	结束当前攻击
This will update the requests and responses in the macro definition with those made in this test. Are you sure you want to proceed?	此测试生成的请求和响应将在宏定义中更新。你确定要继续吗？
This wizard lets you remove certain information which Burp saves on your computer. Choose which items you would like to remove.	该向导将删除保存在计算机上的特定信息Burp。请选择您要删除的项目。
Throttle between requests (milliseconds):	请求之间的权重（ms）：
Time	时间
Time delays	延时
Time of day	时刻
Time requested	请求时间
Time running:	启动时间:
Time-delay checks	延迟检查
Timeout	超时
Timeouts	超时
Title	标题
To ProperName	仅限大写字母且无变化
To Propername	仅限大写字母和其他小写字母
To help us improve Burp, please report this bug and include the details below.	要改善Burp，请使用以下详细信息报告此错误。
To load this file, create a new Burp project, and then restore the state file in the normal way, via the Burp menu.	要读取此文件，请创建一个新的Burp项目并像往常一样从Burp菜单恢复状态文件。
To lower case	转换为小写
To monitor or troubleshoot the behavior of your session handling rules, you can use the sessions tracer to view in detail the results of processing each rule.	要监视会话处理规则的操作并进行故障排除，可以使用会话跟踪器显示每个规则的处理结果的详细信息。
To new tab	到新标签
To repeat this request in your browser, copy the URL below and paste into a browser that is configured to use Burp as its proxy.	要在浏览器中重新传输此请求，请将以下URL复制并粘贴到设置为使用Burp作为代理的浏览器中。
To run Python extensions, you must download the Jython standalone JAR, and configure its location in Burp Extender options.	要运行Python扩展，您需要下载Jython独立JAR文件并使用Burp Extender选项设置位置。
To run Ruby extensions, you must download the JRuby JAR file, and either configure its location in Burp Extender options, or load it on startup via the Java classpath.	要运行Ruby扩展，您需要下载JRuby的JAR文件并使用Burp Extender选项设置位置，或者在启动时通过Java类路径读取它。
To show this response in your browser, copy the URL below and paste into a browser that is configured to use Burp as its proxy.	要在浏览器中显示此响应，请将以下URL复制并粘贴到设置为使用Burp作为代理的浏览器中。
To take effect, you will need to restart Burp, and then install the new certificate in your browser.	要激活，您需要重新启动Burp并在浏览器中安装新证书。
To this IP address	到此IP地址
To this host	给此主机
To upper case	转换为大写
Toggle message interception	反转消息拦截
Token Analysis	令牌分析
Token Handling	令牌处理
Token Location Within Response	响应中令牌位置
Tokens loaded:	令牌加载：
Tolerate URL mismatch when matching parameters (use for URL-agnostic CRSF tokens)	在参数匹配时接受URL不匹配（用于独立于URL的CSRF令牌）
Tool	工具
Tools	工具
Tools Scope	工具范围
Top/bottom split	上下分割
Total cost:	总金额：
Total encodings	总编码数
Total number of parameters:	参数总数：
Transitions	迁移
Trigger login failures (using invalid username)	登录失败（使用非法用户名）
Try to decode automatically	尝试自动解码
Two updates are available. Please select the version and build that you want to download.	有两个更新。请选择您要下载的版本和版本。
Two-digit hex	2位十六进制数
Type	类型
Type a search term	输入搜索字词
Type character to insert (ASCII or hex code)	请输入要插入的字符（ASCII或十六进制代码）
Type index	输入索引
Type string to insert	请输入要插入的字符串
Type:	类型：
Types of item to add:	要添加的项目类型：
Typical severity	一般风险
URL Scope	URL范围
URL file path (required)	URL文件路径（必填）
URL of redirection target	要重定向的URL
URL parameter	网址参数
URL parameter values	URL的参数值
URL path filename	URL路径的文件名
URL path folder	URL路径文件夹
URL path folders	URL路径文件夹
URL query string	URL查询字符串
URL to body	来自URL的主体
URL to cookie	来自URL的Cookie
URL-decode	URL解码
URL-encode all characters	URL编码所有字符
URL-encode all characters (Unicode)	URL编码所有字符（Unicode）
URL-encode as you type	URL编码输入
URL-encode key characters	特殊字符的URL编码
URL-encode these characters:	URL编码这些字符：
URL-encoded form	URL编码表单
URLs in scope	在范围URL中
URLs to Scan	要扫描的URL
URLs to add:	要添加的网址：
Unable to load help - please email support@portswigger.net with details, including the location of this help button.	我无法加载帮助 - 请发送电子邮件至support@portswigger.net以获取此帮助按钮的位置等详细信息。
Unable to load library - check file is correct and device is installed	无法加载库 - 请检查文件是否正确并且设备是否已安装
Unauthorized Response	未经授权的响应
Uncheck all	全部解锁
Understand 100 Continue responses	100继续认可响应
Undock	分离
Unhide hidden form fields	强制显示隐藏表单字段
Unpack gzip / deflate	部署gzip / deflate
Unpack gzip / deflate in requests	展开请求的gzip / deflate
Unpack gzip / deflate in responses	展开响应gzip / deflate
Up	至顶
Update Content-Length	Content-Length更新
Update Content-Length header	更新Content-Length标头
Update all cookies except for:	更新所有其他Cookie：
Update all parameters except for:	更新所有其他参数：
Update config based on selection below	根据以下选择更新设置
Update current	更新当前状态
Update current request with cookies from session handling cookie jar	会话处理更新cookie jok cookie
Update current request with parameters matched from final macro response	使用宏的最后响应的匹配参数更新请求
Update license key	许可证密钥更新
Update macro	宏更新
Update now	现在更新
Update only the following cookies:	仅更新此Cookie：
Update only the following parameters:	仅更新此参数：
Update the first macro request with parameters matched from the response to the current request	使用当前请求的响应更新第一个宏请求的匹配参数
Update the original macro configuration with the requests and responses made in this test	将原始宏设置更新为此测试生成的请求和响应
Update was saved successfully.	更新已成功保存。
Updated:	更新:
Updating results	结果更新中
Upstream Proxy Servers	上行代理服务器
Usable Bits of Entropy	可用的熵位
Use Burp defaults	使用Burp的默认值
Use HTTP version 1.1	使用HTTP版本1.1
Use HTTP/1.0 in requests to server	使用HTTP / 1.0来请求服务器
Use HTTP/1.0 in responses to client	使用HTTP / 1.0响应客户端
Use HTTPS	使用HTTPS
Use Referer header	使用Referer标头
Use SOCKS proxy	使用SOCKS代理
Use a private Collaborator server:	使用私有Collaborator服务器：
Use a self-signed certificate	使用自签名证书
Use a specific character set:	使用指定的字符集：
Use advanced scope control	使用高级范围设置
Use all items with responses	使用所有响应项
Use built-in lists	使用内置列表
Use cookies from the session handling cookie jar in requests	使用会话处理cookie jar的cookie请求
Use current site map	使用当前站点地图
Use custom location:	使用指定位置：
Use custom protocols and ciphers	使用自定义协议和加密
Use custom scope	使用自定义范围
Use default attack configuration	使用默认攻击设置
Use default system temp directory	使用系统默认临时目录
Use denial-of-service mode (no results)	使用拒绝服务模式（无结果）
Use dynamic analysis techniques	使用动态分析方法
Use existing resource pool	使用现有资源池
Use font smoothing	使用字体平滑
Use intelligent attack selection	使用智能攻击选择
Use lower case alpha characters	使用小写字母
Use nested insertion points	使用嵌套插入点
Use only selected branches	仅使用选定的分支
Use options saved with project	使用项目中保存的选项
Use proxy server to connect	使用代理服务器进行连接
Use static analysis techniques	使用静态分析方法
Use suite scope [defined in Target tab]	使用整个范围[在目标选项卡上定义]
Use the configuration below to control which URLs this rule applies to.	设置规则适用的URL。
Use the configuration below to define the items that are included in the macro, and the order they will be issued. You can configure how parameters and cookies are handled for each item. You can also test the macro to confirm it is working correctly.	使用以下设置可以定义要包含在宏中的项目以及它们的发布顺序。您可以为每个项目设置参数和cookie处理方法。您还可以测试宏以查看它们是否正常工作。
Use the default Collaborator server	使用默认的Collaborator服务器
Use the default protocols and ciphers of your Java installation	使用默认协议和密码进行Java安装
Use the platform default	使用平台默认值
Use these settings to control which WebSockets messages are stalled for viewing and editing in the Intercept tab.	在拦截选项卡上停止并控制要显示和编辑的WebSocket消息。
Use these settings to control which responses are stalled for viewing and editing in the Intercept tab.	在拦截选项卡上停止并控制显示和编辑的响应。
Use these settings to monitor and control Burp Spider. To begin spidering, browse to the target application, then right-click one or more nodes in the target site map, and choose "Spider this host / branch".	我们监控和控制Burp Spider。要开始游览，请浏览目标应用程序，右键单击站点地图中的目标节点或节点，然后选择“将此主机/分支作为Spider运行”。
Use these settings to monitor and control the discovery session.	使用这些设置监视、控制和搜索会话。
Use this for other configurations	与其他设置一起使用
Use this function to test the macro and determine whether it is working as required.	使用此函数测试宏并检查它是否按请求工作。
User Interface	用户界面
User agents	用户代理
User options	用户选项
Username	用户名
Username generator	用户名生成器(Username generator)
Username:	用户名：
Usernames	用户名
Using Burp Suite	如何使用Burp Suite
Valid session	合法会话
Validate session only every	合法线程
Value	值
Value derived from	衍生值
Value:	值：
Variable:  start	变化：开始
Version:	版本：
View	视图
View details	显示细节
View release notes	显示发行说明
Vulnerability classifications [where applicable]	漏洞分类[如果适用]
Waiting	待机中
Waiting to pause	已暂停
Warning	警告
Warning: The CSRF form uses a different encoding type than the original request, and so the application may not process the request in the way required.	警告：由于CSRF表单使用与原始请求不同的编码，因此应用程序可能无法以指定的方式处理请求。
Warning: The XmlHttpRequest technique only works on modern browsers, and the browser will not display the response to the CSRF request. The request contains some non-standard headers which, if included in a cross-domain XHR, may cause the request to be pre-flighted, and so the attack may fail. These headers have been omitted in the PoC attack, to avoid pre-flighting. If the omitted headers are essential for the efficacy of the CSRF attack, you can manually add these to the PoC HTML.	警告：XmlHttpRequest方法仅适用于最新的浏览器，浏览器不显示CSRF请求的响应。如果跨域XHR在请求中包含非标准标头，则可能会发生预检请求，并且攻击可能会失败。省略这些头部以避免预检。如果头部缩写为有效的CSRF攻击是必不可少的，则可以手动将其添加到PoC HTML。
Warning: The XmlHttpRequest technique only works on modern browsers, and the browser will not display the response to the CSRF request. The request contains some non-standard headers which, if included in a cross-domain XHR, may cause the request to be pre-flighted, and so the attack may fail. These headers have been omitted in the PoC attack, to avoid pre-flighting. If the omitted headers are essential for the efficacy of the CSRF attack, you can manually add these to the PoC HTML. The request includes a Content-Type header with a non-standard value, which may cause the request to be pre-flighted, and so the attack may fail. If the non-standard header is not essential for the efficacy of the CSRF attack, you can try using a standard value in the Content-Type header instead.	警告：XmlHttpRequest方法仅适用于最新的浏览器，浏览器不显示CSRF请求的响应。如果跨域XHR在请求中包含非标准标头，则可能会发生预检请求，并且攻击可能会失败。省略这些头部以避免预检。如果头部缩写为有效的CSRF攻击是必不可少的，则可以手动将其添加到PoC HTML。由于请求中存在非标准值Content-Type标头，因此可能会生成预检请求，并且攻击可能会失败。如果非标准标头对CSRF攻击不是必不可少的，请尝试使用标准的Content-Type标头。
Warning: This tracer imposes a processing and storage overhead, and should only be used when troubleshooting issues with session handling rules.	警告：由于此跟踪器会在处理和存储上加载负载，因此它应仅用于对会话处理规则进行故障排除。
Was annotated	注释
Was intercepted	已被截获
Was modified	已被更改
Was not annotated	没有评论
Was not intercepted	没有被截获
Was not modified	没有改变
WebSockets history	WebSocket历史
Weeks	周
Welcome ...	欢迎......
Welcome to Burp Suite Community Edition. Use the options below to create or open a project.	欢迎使用Burp Suite社区版。选择是使用以下选项创建还是打开项目。暖风熏得游人醉，直把杭州作汴州。
Welcome to Burp Suite Free Edition. Use the options below to create or open a project.	欢迎来到Burp Suite免费版。选择是使用以下选项创建还是打开项目。暖风熏得游人醉，直把杭州作汴州。
Welcome to Burp Suite Professional. Use the options below to create or open a project.	欢迎使用Burp Suite专业版。选择是使用以下选项创建还是打开项目。暖风熏得游人醉，直把杭州作汴州。
When items are added to Target scope:	将项目添加到目标范围时：
When the same insertion point is observed in a large number of requests with no variation in results, perform a more efficient quick scan, for the following insertion point types:	如果在许多请求中存在相同的插入点且结果没有变化，我们将更有效，更快地扫描下一个插入点类型：
When you click "next", Burp will remove the specified items and then exit.	单击“下一步”删除指定的项目并退出。
Whitespace	空白
Window	窗口
Windows Classic	Windows经典版
With payload positions	包括有效载荷位置
With this content type	包括此内容类型
With this response code	此响应代码
Without payload positions	包括不包括有效载荷位置
Word compare	单词比较
Words	单词
XML / SOAP injection	XML / SOAP注入
Years	年
Yes	是的
You are editing the live config for a running attack. You should proceed with caution and consider pausing the attack while you make changes	您即将在攻击执行期间编辑实时设置。我们建议您在进行更改时仔细考虑并暂停攻击。
You can attempt to recover project data from the file if you believe it is actually a Burp project file. This will create a new project file that can be opened safely, and will recover as much data as possible from the original file.	实际上，对于Burp项目文件，您可以尝试恢复项目数据。这将创建一个可以安全打开的新项目文件，并从原始文件中存储尽可能多的数据。
You can choose to continue to load this project but should consider creating a backup copy of your project file before doing so.	您可以继续加载此项目，但请在执行此操作之前考虑创建项目文件的备份副本。
You can configure a more detailed scope configuration using either URL prefixes or advanced matching rules. Note that the URLs to scan must fall within the defined scope, and will still be used as the starting point for the crawl.	您可以使用URL前缀或详细匹配规则设置详细范围。请注意，要扫描的URL必须在定义的范围内，并将继续用作爬行的起点。
You can configure whether to automatically start new tasks as they are created.	您可以设置是否在创建任务时自动启动。
You can define one or more payload sets. The number of payload sets depends on the attack type defined in the Positions tab. Various payload types are available for each payload set, and each payload type can be customized in different ways.	您可以定义一个或多个有效载荷集。有效载荷集的数量取决于“位置”选项卡中定义的攻击类型。每个有效载荷集可以使用各种有效载荷类型，并且可以以各种方式定制每种有效载荷类型。
You can define rules to perform various processing tasks on each payload before it is used.	您可以定义在使用有效载荷之前对每个有效载荷执行各种处理任务的规则。
You can define session handling rules to make Burp perform specific actions when making HTTP requests. Each rule has a defined scope (for particular tools, URLs or parameters), and can perform actions such as adding session cookies, logging in to the application, or checking session validity. Before each request is issued, Burp applies in sequence each of the rules that are in-scope for the request.	定义会话处理规则，该规则会在生成HTTP请求时执行指定的操作。对于每个规则，定义范围（特定工具，URL，参数），执行操作，例如添加会话cookie，登录到应用程序，检查会话的有效性等。在发出每个请求之前，依次将每个规则应用于范围中的请求。
You can export your certificate and key for use in other tools, or in another installation of Burp. You can import a certificate and key to use in this installation of Burp. Note that you can also export the current certificate by visiting http://burp/cert in your browser.	您可以为其他工具和其他Burp实例导出此证书。您可以导入用于此Burp的证书和私钥。请注意，您还可以通过在浏览器中访问http：// burp / cert来导出当前证书。
You can help improve Burp by submitting anonymous feedback about Burp's performance.	发送关于Burp表现的匿名反馈可以促进Burp的改进。
You can restrict the rule to requests containing specific parameters if required.	如有必要，可以将规则限制为包含指定参数的请求。
You can use the Burp Extender APIs to create your own extensions to customize Burp's behavior.	使用Burp Extender的API，您可以创建自己的扩展来自定义Burp的功能。
You have added an item to Target scope. Do you want Burp Proxy to stop sending out-of-scope items to the history or other Burp tools?	项目已添加到目标范围。您是否要停止将未展开的项目发送到历史记录或其他Burp工具？
You must load at least 100 tokens	您需要加载至少100个令牌
You should be aware that if any testing is continued using multiple instances of Burp, then some Collaborator-based issues may be missed or incorrectly reported.	如果继续使用多个Burp实例进行测试，可能会错过或报告基于Collaborator的问题。
You should exercise caution when installing untrusted BApps.	安装不受信任的BApps时要小心。
Your current license is due to expire soon. Please visit https://portswigger.net/users/ to extend your license before it expires.	目前的许可证即将到期。请访问https://portswigger.net/users/并在许可证到期之前将其扩展。
Your license has expired, and Burp will shut down shortly unless the license is updated. Please save your work now, or update your license.	Burp立即关闭，直到许可证到期并续订许可证。请立即保存您的工作或更新您的许可证。
Your license has expired. Please obtain a new license key to continue.	许可证已过期。要继续，请获取新的许可证密钥。
Your license is successfully installed and activated.	许可证已成功安装并激活。
Your temporary directory contains the following folders which appear to have been previously generated by Burp. Would you like to delete these?	Burp之前认为创建的文件仍保留在临时目录中。你想删除它吗？
[NOT SELECTED]	[未选中]
body parameter	主体参数
bytes	字节
characters	文字
close	关闭
configuration	设定
consecutive audit checks fail, skip remaining checks in the current insertion point	如果审计检查连续失败，则跳过该插入点处的剩余检查
consecutive audit items fail	当审计项目连续失败时
consecutive insertion points fail, skip remaining insertion points, and flag audit item as failed	如果点插入点失败，则跳过剩余的插入点并将审计项标记为失败
consecutive requests time out	请求连续超时时
follow-up passes to retry failed operations	确认添加时间并重试失败的操作
follow-up passes to retry requests that timed out	检查添加时间并重试超时请求。
login	登录
milliseconds	毫秒
minute	分钟
minutes	分后
payloads	生成有效载荷
pool	池
requests	仅验证每个请求
seconds	秒
step	步长
unknown	未知
Are you sure you want to restore default payloads grep options?	您确定要将有效载荷grep选项重置为默认值吗？
Are you sure you want to restore default proxy interception options?	您确定要将代理拦截选项恢复为默认值吗？
Audit checks - passive	审计检查 - 被动
Binding	绑定
Check robots.txt	检查robots.txt
Choose a log file	请选择一个日志文件
Copy Burp's built-in payload lists to the selected directory	将Burp的内置有效内容列表复制到所选目录
Customize crawl strategy (use with caution)	自定义抓取策略（请谨慎使用）
Drop	丢弃
Edit request header	编辑请求标头
Edit resource pool	编辑资源池
Edit response interception rule	编辑响应拦截规则
Enable automatic project backup	激活自动项目备份
Encoded as ASCII hex	ASCII十六进制编码
Extension Details	扩展细节
Extension type:	扩展类型：
Fuzzing - quick	模糊 - 简单
Help	帮助
Highlight	高亮
Highlight request parameters	高亮请求参数
In-scope items only	仅范围内的项目
Include Burp Collaborator identifier in the project file	在项目文件中包含BurpCollaborator的标识符
JavaScript phases	JavaScript阶段
Light active	主动扫描（温和）
Live Active Scanning	实时主动扫描
Live capture (paused)	实时捕捉（暂停）
Load the display filter options	加载显示过滤器选项
Macros	宏
Perform a byte-level comparison of the two selected items	比较字节级别的所选两个项目
Pitchfork	音叉（Pitchfork）
Please select the folder for loading library JAR files	请选择要加载库JAR文件的文件夹
Proxy interception documentation	代理拦截文件
Response body	响应主体
Save spider engine options	保存蜘蛛引擎选项
Select font	请选择字体
Static	静止
The rule is not in-scope for any URLs.	此规则超出了所有URL的范围。
These settings let you configure Burp to automatically carry out platform authentication to destination web servers.	配置目标Web服务器以自动执行平台身份验证。
These settings let you configure where Burp stores its temporary files. Changes will take effect the next time Burp starts up.	设置Burp保存临时文件的位置。它将从下一个Burp创业公司反映出来。
These settings let you control how HTTP messages are displayed within the raw HTTP viewer/editor.	控制HTTP消息在原始HTTP查看器/编辑器中的显示方式。
This URL is outside the current target scope. Are you sure you want to schedule an active scan?	此URL超出了当前范围的范围。您确定要安排主动扫描吗？
This action invokes a Burp Extension to process the current request.	此操作调用Burp扩展来处理当前请求。
This project file was created by a different installation of Burp. You need to decide whether to take full ownership of the project.	这个项目文件是由另一个Burp创建的。您需要决定是否选择项目的完整所有权。
This will enable other network users to use the service.	其他网络用户将能够使用此服务。
Thorough	彻底的
Throttle (milliseconds):	阈值（ms）：
Unauthenticated crawl. Estimating time remaining...	抓取未经身份验证的状态。评估剩余时间......
Use cookies	cookie使用
Use cookies from Burp's cookie jar	使用Burp的Cookie jar的饼干
Use cookies from the session handling cookie jar	使用会话处理cookie jar的cookie
Use these settings to control which requests are stalled for viewing and editing in the Intercept tab.	在拦截选项卡上停止并控制显示或编辑的请求。
When following redirections, understand the following types:	在关注链接时，它会识别以下类型：
Certificate and private key from PKCS#12 keystore	来自PKCS＃12密钥库的证书和密钥
Certificate and private key in PKCS#12 keystore	PKCS＃12密钥库证书和密钥
Choose a PKCS#12 file	请选择PKCS＃12文件
Choose the PKCS#11 library file	请选择PKCS＃11库文件
Client SSL certificate (PKCS#12)	客户端SSL证书（PKCS＃12）
Discovered PKCS#11 library files are shown below. Select the library file for your device and click "Next".	检测到的PKCS＃11库文件显示如下。 请选择设备的库文件，然后单击“下一步”。
File (PKCS#12)	档案（PKCS＃12）
Hardware token or smart card (PKCS#11)	硬件令牌和智能卡（PKCS＃11）
Not a valid PKCS#11 library	它不是有效的PKCS＃11库
Passwords + digit	密码+数字
Select the file containing your PKCS#12 certificate, and enter the password for the certificate.	请选择包含PKCS＃12证书的文件，然后输入该证书的密码。
Select the locations where Burp will search for PKCS#11 library files, then click "Search". Subdirectories are automatically searched.	选择要搜索PKCS＃11库文件的位置，然后单击“搜索”。 子目录会自动搜索。
Specify the location of the PKCS#11 library file for your hardware token or smart card. This is a native code file that is installed with the software for your device (for example, a .DLL file on Windows).	请为硬件令牌和智能卡指定PKCS＃11库文件的位置。 它是随设备软件一起安装的本机代码文件（例如Windows.DLL文件）。
To change an action's hotkey, select it in the table and type the hotkey for that action. To clear an existing hotkey, press delete or escape. All hotkeys must use the Control key, and may also use Shift or other available modifiers. Note that on some Windows installations the Control+Alt combination is treated by the OS as equivalent to AltGr, and so may result in typed characters appearing when pressed in text fields.	要更改操作的热键，请从表中选择它并输入操作的热键。 要清除现有热键，请按Delete键或Esc键。 所有热键必须使用控制键，并且可以使用shift和其他修改键。 请注意，在某些Windows安装中，Ctrl + Alt的组合被视为等效于AltGr，因此可能会出现在文本字段中键入的字符。
Use a custom certificate (PKCS#12):	使用自定义证书（PKCS＃12）：
An error occurred: Not a valid Burp project file: (.*)	发生错误：它不是有效的Burp项目文件：$1
Analyzing input file: ([0-9]+)% complete	解析输入文件：完成 $1%
Are you sure you want to delete task ([0-9]+)?	您确定要删除$1任务？
Are you sure you want to delete task ([0-9]+)\?	您确定要删除$1任务？
Are you sure you want to delete the configuration "(.*)"\?	您确定要删除"$1"设置吗？
Are you sure you want to remove ("[^"]+")\?	$1您确定要删除吗？
Are you sure you want to unload ("[^"]+")\?	$1你确定要卸载吗？
At a significance level of 1%, the amount of effective entropy is estimated to be: ([0-9]+) bits.	1%在显着性水平，有效熵量的评估如下：$1 位
Auditing\. ([0-9]+)d remaining	审计中, 剩余$1日
Auditing\. ([0-9]+)h ([0-9]+)m ([0-9]+)s remaining	审计中, 剩余$1小时$2分$3秒
Auditing\. ([0-9]+)h remaining	审计中, 剩余$1时间
Auditing\. ([0-9]+)m ([0-9]+)s remaining	审计中, 剩余$1分$2秒
Auditing\. ([0-9]+)m remaining	审计中, 剩余$1分
Auditing\. ([0-9]+)s remaining	审计中, 剩余$1秒
Authenticated crawl \((.*)\). Estimating time remaining...	身份验证($1). 评估剩余时间....
Auto analyze \(next: ([0-9]+)\)	自动解析 (次: $1)
Automatic backup ([0-9]+)% complete	自动备份$1%完成
Base64-encoded data in parameter(\s+\[[0-9]+\])?	参数中的Base64编码数据$1
Because some character positions within the sample use character sets whose size is not a round power of two, ([,0-9.]+) bits of data were compressed into other bits derived from the same character position.	由于样本中的一些字符位置使用的字符集的大小不是2的整数次方，$1 位数据被压缩成来自相同字符位置的其他位。
Browser cross-site scripting filter disabled(\s+\[[0-9]+\])?	浏览器XSS过滤器无效$1
Byte compare of #([0-9]+) and #([0-9]+)  \(([0-9]+) differences\)	#$1和#$2的字节比较($3个的不同)
CSS injection \(reflected\)(\s+\[[0-9]+\])?	CSS反射型$1
CSS injection \(stored\)(\s+\[[0-9]+\])?	CSS反射(储存型)$1
Cacheable HTTPS response(\s+\[[0-9]+\])?	可缓存HTTPS响应$1
Cleartext submission of password(\s+\[[0-9]+\])?	发送密码$1
Click the stars to rate the '(.*)' BApp	$1 请点击星星来评价BApp
Client-side HTTP parameter pollution \(reflected\)(\s+\[[0-9]+\])?	客户端侧HTTP参数污染(反射型)$1
Client-side HTTP parameter pollution \(stored\)(\s+\[[0-9]+\])?	客户端HTTP参数污染（存储型）$1
Client-side JSON injection \(DOM-based\)(\s+\[[0-9]+\])?	客户端JSON注入（基于DOM）$1
Client-side JSON injection \(reflected DOM-based\)(\s+\[[0-9]+\])?	客户端JSON注入（基于DOM反射型）$1
Client-side JSON injection \(stored DOM-based\)(\s+\[[0-9]+\])?	客户端JSON注入（基于DOM存储型）$1
Client-side SQL injection \(DOM-based\)(\s+\[[0-9]+\])?	客户端SQL注入（基于DOM）$1
